stage,drug,target
early,disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH
early,purvalanol-a,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CSNK1G3|RPS6KA1|SRC
early,withaferin-a,IKBKB|NAMPT
early,acenocoumarol,VKORC1
early,papaverine,PDE10A|PDE4B|PDE5A
early,genz-644282,TOP1
early,bisbenzimide,TOP1
early,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
early,sonidegib,SMO
early,epirubicin,TOP2A|CHD1
early,masoprocol,ALOX5|IGF1R
early,cinobufagin,ATP1A1
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
early,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
early,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
early,foretinib,KDR|MET|AXL|FLT3|KIT|MST1R|TEK|FLT1|FLT4
early,idarubicin,TOP2A
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,bisbenzimide,TOP1
early,phentolamine,ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
early,lapatinib,EGFR|ERBB2|CYP3A5
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,vanoxerine,SLC6A3|MAOA|MAOB
early,dexniguldipine,CALM1|PRKCA|ADORA3
early,losartan,AGTR1
early,withaferin-a,IKBKB|NAMPT
early,cinobufagin,ATP1A1
early,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
early,rhodomyrtoxin-b,SLCO1B3
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,cinobufagin,ATP1A1
early,malonoben,EGFR
early,everolimus,MTOR|CYP3A5|FKBP1A
early,perphenazine,DRD2|CALM1|DRD1|HRH1|HTR2A|HTR2C|HTR6|HTR7
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
early,methylene-blue,ACHE|MAPT
early,calmidazolium,ATP2B1|PDE1A
early,delanzomib,CMA1|CTSG|CYP3A4|ELANE
early,bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
early,dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC
early,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
early,niguldipine,ADRA1A|CACNA1C
early,mitoxantrone,TOP2A|PIM1
early,niclosamide,STAT3
early,irinotecan,TOP1|CYP3A5|TOP1MT
early,importazole,KPNB1
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,ziprasidone,DRD2|HTR2A|HTR1A|HTR1D|HRH1|HTR1B|HTR1E|HTR2C|HTR7|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD3|DRD4|DRD5|HTR3A|HTR6|SLC6A4
early,penfluridol,DRD1|DRD2|CACNA1G
early,levomequitazine,HRH1|HRH4|PDE4A
early,sonidegib,SMO
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,bufalin,ATP1A1
early,voxtalisib,MTOR|PIK3CA
early,beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,bufalin,ATP1A1
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,darapladib,PLA2G7
early,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
early,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
early,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
early,ryuvidine,CDK4|CDK2
early,cinobufagin,ATP1A1
early,dinoprostone,PTGER2|PTGER1|PTGER3|PTGER4|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGFR|TBXA2R
early,kifunensine,MAN1B1|MAN2A1
early,reparixin,CXCR1|CXCR2
early,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
early,cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
early,salermide,SIRT1|SIRT2
early,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,pralatrexate,DHFR|SLC19A1|TYMS
early,calcitriol,VDR|CYP3A5
early,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,cinobufagin,ATP1A1
early,fraxidin,CA12
early,halcinonide,NR3C1
early,zacopride,HTR3A|HTR4|HTR3B|HTR5A
early,hydrocortisone-acetate,NR3C1|NR3C2
early,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
early,amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7
early,digitoxigenin,ATP1A1
early,calmidazolium,ATP2B1|PDE1A
early,clomifene,ESR1|AR
early,salermide,SIRT1|SIRT2
early,lapatinib,EGFR|ERBB2|CYP3A5
early,altrenogest,PGR
early,teniposide,TOP2A|CYP3A5|TOP2B
early,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
early,ryuvidine,CDK4|CDK2
early,penfluridol,DRD1|DRD2|CACNA1G
early,niclosamide,STAT3
early,trimipramine,SLC6A2|SLC6A4|SLC6A3|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR1D|HTR2A|HTR2C|HTR3A
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
early,ryuvidine,CDK4|CDK2
early,raloxifene,ESR1|ESR2|ACVRL1|ENG
early,mepivacaine,SCN9A|SCN10A
early,brinzolamide,CA2|CA7|CA1|CYP2B6|CYP2C8|CA12|CA14|CA4|CA5A
early,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
early,strophanthidin,ATP1A1
early,birinapant,BIRC2|XIAP|BIRC3
early,everolimus,MTOR|CYP3A5|FKBP1A
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,tacedinaline,HDAC1
early,salermide,SIRT1|SIRT2
early,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
early,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
early,obatoclax,BCL2|BCL2L1|MCL1
early,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
early,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
early,calmidazolium,ATP2B1|PDE1A
early,cinobufagin,ATP1A1
early,ryuvidine,CDK4|CDK2
early,meisoindigo,STAT3
early,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
early,digitoxin,ATP1A1
early,hesperidin,CACNA1B
early,flupentixol,DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A
early,olmesartan-medoxomil,AGTR1
early,mozavaptan,AVPR2|AVPR1A|AVPR1B
early,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
early,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
early,everolimus,MTOR|CYP3A5|FKBP1A
early,ryuvidine,CDK4|CDK2
early,nutlin-3,MDM2|TP53
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,ryuvidine,CDK4|CDK2
early,fluvastatin,HMGCR|CYP2C8
early,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
early,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
early,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,importazole,KPNB1
early,teniposide,TOP2A|CYP3A5|TOP2B
early,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
early,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
early,bisbenzimide,TOP1
early,withaferin-a,IKBKB|NAMPT
early,ryuvidine,CDK4|CDK2
early,lomerizine,ABCB1|CACNA1B|SCN5A
early,cerivastatin,HMGCR
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,importazole,KPNB1
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
early,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
early,withaferin-a,IKBKB|NAMPT
early,penfluridol,DRD1|DRD2|CACNA1G
early,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
early,sunitinib,PDGFRB|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|RET
early,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
early,lonafarnib,FNTA|HRAS|KRAS|NRAS
early,penfluridol,DRD1|DRD2|CACNA1G
early,ryuvidine,CDK4|CDK2
early,perhexiline,CPT1A|CPT2
early,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,cinobufagin,ATP1A1
early,anisomycin,RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13
early,digitoxin,ATP1A1
early,digitoxigenin,ATP1A1
early,rhodomyrtoxin-b,SLCO1B3
early,digitoxigenin,ATP1A1
early,salermide,SIRT1|SIRT2
early,narciclasine,RHOA
early,pyrvinium-pamoate,AR
early,quiflapon,ALOX5AP|ALOX5
early,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
early,obatoclax,BCL2|BCL2L1|MCL1
early,calmidazolium,ATP2B1|PDE1A
early,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
early,malonoben,EGFR
early,cinobufagin,ATP1A1
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,cinobufagin,ATP1A1
early,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
early,bufalin,ATP1A1
early,mitoxantrone,TOP2A|PIM1
early,strophanthidin,ATP1A1
early,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
early,fluoxetine,SLC6A4|CYP2C19|ANO1|HTR2B
early,sonidegib,SMO
early,amiodarone,KCNH2|CHRM3|CYP2C8|SCN5A|ADRB1|CACNA1H|CACNA2D2|KCNA7
early,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
early,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
early,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
early,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
early,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
early,scriptaid,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,suvorexant,HCRTR1|HCRTR2
early,ryuvidine,CDK4|CDK2
early,irinotecan,TOP1|CYP3A5|TOP1MT
early,dexniguldipine,CALM1|PRKCA|ADORA3
early,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
early,pasireotide,SSTR1|SSTR2|SSTR3|SSTR5|GH1
early,methylene-blue,ACHE|MAPT
early,olaparib,PARP1|PARP2|PARP3
early,amuvatinib,KIT|FLT3|MET|PDGFRA|AXL|MST1R|RAD51|RET
early,fraxidin,CA12
early,hydrocortisone-hemisuccinate,NR3C1
early,digitoxigenin,ATP1A1
early,cinobufagin,ATP1A1
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,papaverine,PDE10A|PDE4B|PDE5A
early,bufalin,ATP1A1
early,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
early,mitoxantrone,TOP2A|PIM1
early,genz-644282,TOP1
early,ryuvidine,CDK4|CDK2
early,ryuvidine,CDK4|CDK2
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,atorvastatin,HMGCR|DPP4|CYP3A5|FASLG|AHR
early,doxycycline,MMP8|MMP1
early,bufalin,ATP1A1
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,propentofylline,ACHE|PDE1A
early,losartan,AGTR1
early,ryuvidine,CDK4|CDK2
early,asenapine,DRD2|HTR2A|DRD1|HRH1|HTR1A|HTR1B|ADRA1A|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD3|DRD4|HRH2|HTR1D|HTR1E|HTR2B|HTR2C|HTR5A|HTR6|HTR7
early,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
early,ryuvidine,CDK4|CDK2
early,resminostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8
early,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
early,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
early,vanoxerine,SLC6A3|MAOA|MAOB
early,azilsartan-medoxomil,AGTR2|INS|AGTR1
early,vindesine,TUBB|TUBB1
early,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
early,bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
early,alisertib,AURKA
early,flupentixol,DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A
early,phentolamine,ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C
early,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
early,hesperidin,CACNA1B
early,mitoxantrone,TOP2A|PIM1
early,epirubicin,TOP2A|CHD1
early,dinoprostone,PTGER2|PTGER1|PTGER3|PTGER4|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGFR|TBXA2R
early,acenocoumarol,VKORC1
early,bosutinib,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,trimipramine,SLC6A2|SLC6A4|SLC6A3|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD5|HRH1|HTR1A|HTR1D|HTR2A|HTR2C|HTR3A
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,ryuvidine,CDK4|CDK2
early,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
early,cinobufagin,ATP1A1
early,levomequitazine,HRH1|HRH4|PDE4A
early,tosedostat,ANPEP|NPEPPS|LAP3
early,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
early,voxtalisib,MTOR|PIK3CA
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,importazole,KPNB1
early,masoprocol,ALOX5|IGF1R
early,raloxifene,ESR1|ESR2|ACVRL1|ENG
early,doxorubicin,TOP2A
early,beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3
early,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
early,niguldipine,ADRA1A|CACNA1C
early,everolimus,MTOR|CYP3A5|FKBP1A
early,hydrocortisone-acetate,NR3C1|NR3C2
early,clomifene,ESR1|AR
early,bisbenzimide,TOP1
early,sonidegib,SMO
early,withaferin-a,IKBKB|NAMPT
early,phenolphthalein,UGT1A9
early,purvalanol-a,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CSNK1G3|RPS6KA1|SRC
early,albendazole,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
early,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
early,pasireotide,SSTR1|SSTR2|SSTR3|SSTR5|GH1
early,genz-644282,TOP1
early,skatole,CYP2F1
early,perphenazine,DRD2|CALM1|DRD1|HRH1|HTR2A|HTR2C|HTR6|HTR7
early,sonidegib,SMO
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,niclosamide,STAT3
early,tacedinaline,HDAC1
early,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
early,darapladib,PLA2G7
early,lomerizine,ABCB1|CACNA1B|SCN5A
early,topotecan,TOP1|TOP1MT
early,disulfiram,ALDH2|ALDH1A2|ALDH5A1|ALDH7A1|CYP2E1|DNMT1|TRPA1|DBH
early,delanzomib,CMA1|CTSG|CYP3A4|ELANE
early,bazedoxifene,ESR1|ESR2
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,withaferin-a,IKBKB|NAMPT
early,salermide,SIRT1|SIRT2
early,elesclomol,TOP2A|HSPA1A
early,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,calcitriol,VDR|CYP3A5
early,reparixin,CXCR1|CXCR2
early,cerulenin,FASN
early,salermide,SIRT1|SIRT2
early,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
early,calmidazolium,ATP2B1|PDE1A
early,refametinib,MAP2K1|MAP2K2
early,bisbenzimide,TOP1
early,idarubicin,TOP2A
early,ryuvidine,CDK4|CDK2
early,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
early,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
early,gemcitabine,RRM1|CMPK1|RRM2|TYMS
early,dexniguldipine,CALM1|PRKCA|ADORA3
early,cinobufagin,ATP1A1
early,manumycin-a,FNTA|IKBKB
early,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
early,midostaurin,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,dorsomorphin,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC
early,calmidazolium,ATP2B1|PDE1A
early,ziprasidone,DRD2|HTR2A|HTR1A|HTR1D|HRH1|HTR1B|HTR1E|HTR2C|HTR7|ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD3|DRD4|DRD5|HTR3A|HTR6|SLC6A4
early,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
early,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
early,foretinib,KDR|MET|AXL|FLT3|KIT|MST1R|TEK|FLT1|FLT4
early,nutlin-3,MDM2|TP53
early,beclomethasone-dipropionate,NR3C1|CYP3A5|ADGRG3
early,raltitrexed,TYMS|FPGS
early,penfluridol,DRD1|DRD2|CACNA1G
early,birinapant,BIRC2|XIAP|BIRC3
early,zacopride,HTR3A|HTR4|HTR3B|HTR5A
early,olmesartan-medoxomil,AGTR1
early,importazole,KPNB1
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,brinzolamide,CA2|CA7|CA1|CYP2B6|CYP2C8|CA12|CA14|CA4|CA5A
early,cladribine,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
early,canertinib,EGFR|ERBB2|ERBB4|AKT1
early,lapatinib,EGFR|ERBB2|CYP3A5
early,mepivacaine,SCN9A|SCN10A
early,ryuvidine,CDK4|CDK2
early,importazole,KPNB1
early,lylamine,CNR1
early,teniposide,TOP2A|CYP3A5|TOP2B
early,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
early,clomifene,ESR1|AR
early,daunorubicin,TOP2A|TOP2B
early,bisindolylmaleimide-ix,SIRT1|LRRK2|SIRT2|AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1
early,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
early,fluvastatin,HMGCR|CYP2C8
early,kifunensine,MAN1B1|MAN2A1
early,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
early,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
early,lapatinib,EGFR|ERBB2|CYP3A5
early,ryuvidine,CDK4|CDK2
early,everolimus,MTOR|CYP3A5|FKBP1A
early,idarubicin,TOP2A
early,halcinonide,NR3C1
early,voxtalisib,MTOR|PIK3CA
early,bisbenzimide,TOP1
early,penfluridol,DRD1|DRD2|CACNA1G
early,ingenol-mebutate,PRKCD|PRKCA|PRKCB|PRKCE|PRKCG
early,pralatrexate,DHFR|SLC19A1|TYMS
early,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
early,flecainide,SCN5A|KCNA5|KCNA7|SCN4A
early,camptothecin,TOP1|HIF1A
early,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
early,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
early,niclosamide,STAT3
early,sertindole,DRD2|HTR2A|HTR2C|ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR6|KCNH2
early,altrenogest,PGR
early,calcitriol,VDR|CYP3A5
early,everolimus,MTOR|CYP3A5|FKBP1A
