stage,drug,target
late,importazole,KPNB1
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,doxycycline,MMP8|MMP1
late,perhexiline,CPT1A|CPT2
late,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
late,deflazacort,NR3C1
late,valrubicin,TOP2A
late,cimetidine,HRH2|SLC29A4|SLC47A1|SLC47A2
late,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
late,enalapril,ACE
late,hydroxyfasudil,ROCK1|ROCK2|PKIA|PRKACA
late,sonidegib,SMO
late,genz-644282,TOP1
late,vindesine,TUBB|TUBB1
late,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
late,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
late,nomegestrol-acetate,PGR
late,nelarabine,ADA|POLA1
late,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
late,tenidap,ALOX5|KCNJ4|PTGS1
late,clomifene,ESR1|AR
late,gemfibrozil,PPARA|CYP2C8|LPL|SLCO1B1|SLCO1B3|SLCO2B1
late,digitoxigenin,ATP1A1
late,vicriviroc,CCR5
late,everolimus,MTOR|CYP3A5|FKBP1A
late,adarotene,RARG|RARA|RARB
late,tasquinimod,HDAC4|S100A9
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,capecitabine,TYMS|DPYD
late,etomoxir,CPT1A|CPT1B
late,mepyramine,HRH1
late,diclofenamide,CA1|CA2|CA4|CA12|CA7
late,zolmitriptan,HTR1B|HTR1D|HTR1A|HTR1F|HTR1E
late,mesulergine,HTR2A|HTR2C|HTR7|HTR2B|HTR3A|HTR3B|HTR6
late,bisbenzimide,TOP1
late,proscillaridin,ATP1A1
late,estrone,ESR1|ESR2
late,bicalutamide,AR|CYP2C19
late,diphenyleneiodonium,ALDH1A2|ALDH2|ALDH5A1|ALDH7A1|NOX3|XDH|NOS2|NOS3
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,strophanthidin,ATP1A1
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,acipimox,HCAR2
late,ryuvidine,CDK4|CDK2
late,strophanthidin,ATP1A1
late,salermide,SIRT1|SIRT2
late,preladenant,ADORA2A|ADORA1|ADORA2B|ADORA3
late,gitoxigenin,ATP1A1
late,bufalin,ATP1A1
late,betazole,HRH2
late,asenapine,DRD2|HTR2A|DRD1|HRH1|HTR1A|HTR1B|ADRA1A|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD3|DRD4|HRH2|HTR1D|HTR1E|HTR2B|HTR2C|HTR5A|HTR6|HTR7
late,ecopipam,DRD1|DRD5
late,calmidazolium,ATP2B1|PDE1A
late,cinobufagin,ATP1A1
late,dacomitinib,EGFR|ERBB2|ERBB4
late,levocetirizine,HRH1|CXCL8
late,vinpocetine,PDE1A|SCN10A|PDE1C
late,lapatinib,EGFR|ERBB2|CYP3A5
late,tolperisone,CYP2C19|CYP2B6|CYP2D6
late,necrostatin-1,IDO1|KRR1|RIPK1
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,bucladesine,PRKACA
late,amthamine,HRH2
late,mitotane,CYP11B1|CYP11A1|CYP3A4|ESR1|FDX1
late,oxybuprocaine,SCN10A
late,fluconazole,CYP3A5|CYP3A7|CYP51A1
late,fasudil,ROCK1|ROCK2|PKIA|PRKACA
late,fraxidin,CA12
late,tranylcypromine,MAOA|MAOB|KDM1A|CYP2A6
late,estramustine-phosphate,ESR1|ESR2|MAP1A|MAP2
late,pentoxifylline,TNF|ADORA2A|PDE4A|PDE4B|PDE5A|ACHE|CHIA|ADORA1|ADORA2B|ADRA2B|NT5E|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4C|PDE4D|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A
late,flupirtine,KCNQ2|KCNQ3|ADRA2A|KCNQ1
late,darifenacin,CHRM3|CHRM1|CHRM2|CHRM4|CHRM5
late,buparlisib,PIK3CA|PIK3CG
late,galantamine,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG
late,bitopertin,SLC6A9|SLC6A5
late,ropivacaine,SCN9A|SCN10A
late,alprenolol,ADRB1|ADRB2|HTR1A
late,pindolol,ADRB1|ADRB2|HTR1A|HTR1B|HTR2A|HTR2B
late,emedastine,HRH1
late,tretinoin,RARG|RORB|RARA|RARB|ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARRES1|RORC|RXRB|RXRG
late,bisoprolol,ADRB1|ADRB2
late,ivachtin,CASP3
late,carbacyclin,PTGIR|PPARD
late,varespladib,PLA2G2A|PLA2G2D
late,probenecid,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1
late,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
late,triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D
late,molindone,DRD2|HTR2A|DRD5|CHRM1|HRH1|HTR1A
late,sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
late,tramiprosate,APP
late,pranlukast,CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
late,propentofylline,ACHE|PDE1A
late,immepip,HRH3|HRH4
late,alda-1,ALDH2
late,dydrogesterone,PGR
late,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
late,vincamine,CHRM1|CHRM2|CHRM3|CHRM4
late,idalopirdine,HTR6
late,ritonavir,CYP3A4|CYP1A2|CYP2B6|CYP2C19|CYP3A5|CYP3A7|CYP2C8|CYP2C9|CYP2D6|CYP2E1
late,ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3
late,tacedinaline,HDAC1
late,strychnine,GLRA1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA2|GLRA3|GLRB
late,quinidine,SCN5A|ABCB1|CYP2D6|KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SLC29A4
late,deferasirox,CYP2C19|CYP2C8|CYP3A4
late,verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
late,cinaciguat,GUCY1B3|GUCY1A3
late,amygdalin,CASP3
late,hydrocortisone-phosphate,ANXA1|NOS2|NR3C1
late,synephrine,ADRA1A
late,apigenin,CYP1A2|MAOA|ODC1|XDH|AKR1B1|AR|CDK6|CFTR|CYP19A1|CYP1B1|HSD17B1
late,flupirtine,KCNQ2|KCNQ3|ADRA2A|KCNQ1
late,methimazole,TPO
late,vincamine,CHRM1|CHRM2|CHRM3|CHRM4
late,tramiprosate,APP
late,varespladib,PLA2G2A|PLA2G2D
late,ritonavir,CYP3A4|CYP1A2|CYP2B6|CYP2C19|CYP3A5|CYP3A7|CYP2C8|CYP2C9|CYP2D6|CYP2E1
late,bucladesine,PRKACA
late,mesulergine,HTR2A|HTR2C|HTR7|HTR2B|HTR3A|HTR3B|HTR6
late,amygdalin,CASP3
late,enalapril,ACE
late,triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D
late,tolperisone,CYP2C19|CYP2B6|CYP2D6
late,pentoxifylline,TNF|ADORA2A|PDE4A|PDE4B|PDE5A|ACHE|CHIA|ADORA1|ADORA2B|ADRA2B|NT5E|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4C|PDE4D|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A
late,ambrisentan,EDNRA|EDNRB|CYP2C19|CYP3A4|CYP3A5|SLCO1B3
late,fluspirilene,DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E
late,cinaciguat,GUCY1B3|GUCY1A3
late,fasudil,ROCK1|ROCK2|PKIA|PRKACA
late,tretinoin,RARG|RORB|RARA|RARB|ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARRES1|RORC|RXRB|RXRG
late,alprenolol,ADRB1|ADRB2|HTR1A
late,vinpocetine,PDE1A|SCN10A|PDE1C
late,sotrastaurin,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
late,capecitabine,TYMS|DPYD
late,betazole,HRH2
late,oxybuprocaine,SCN10A
late,tenidap,ALOX5|KCNJ4|PTGS1
late,verapamil,CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
late,gitoxigenin,ATP1A1
late,estramustine-phosphate,ESR1|ESR2|MAP1A|MAP2
late,ecopipam,DRD1|DRD5
late,vicriviroc,CCR5
late,idalopirdine,HTR6
late,tasquinimod,HDAC4|S100A9
late,synephrine,ADRA1A
late,deflazacort,NR3C1
late,galantamine,ACHE|BCHE|CHRNA1|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB1|CHRNB2|CHRNB3|CHRNB4|CHRND|CHRNE|CHRNG
late,diphenyleneiodonium,ALDH1A2|ALDH2|ALDH5A1|ALDH7A1|NOX3|XDH|NOS2|NOS3
late,tranylcypromine,MAOA|MAOB|KDM1A|CYP2A6
late,carbacyclin,PTGIR|PPARD
late,nomegestrol-acetate,PGR
late,immepip,HRH3|HRH4
late,bicalutamide,AR|CYP2C19
late,zolmitriptan,HTR1B|HTR1D|HTR1A|HTR1F|HTR1E
late,mepyramine,HRH1
late,strychnine,GLRA1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA10|CHRNA9|GLRA2|GLRA3|GLRB
late,hydrocortisone-phosphate,ANXA1|NOS2|NR3C1
late,propentofylline,ACHE|PDE1A
late,alda-1,ALDH2
late,etomoxir,CPT1A|CPT1B
late,ropivacaine,SCN9A|SCN10A
late,diclofenamide,CA1|CA2|CA4|CA12|CA7
late,fraxidin,CA12
late,ivachtin,CASP3
late,molindone,DRD2|HTR2A|DRD5|CHRM1|HRH1|HTR1A
late,pindolol,ADRB1|ADRB2|HTR1A|HTR1B|HTR2A|HTR2B
late,acipimox,HCAR2
late,gemfibrozil,PPARA|CYP2C8|LPL|SLCO1B1|SLCO1B3|SLCO2B1
late,estrone,ESR1|ESR2
late,tacedinaline,HDAC1
late,levocetirizine,HRH1|CXCL8
late,emedastine,HRH1
late,fluconazole,CYP3A5|CYP3A7|CYP51A1
late,dacomitinib,EGFR|ERBB2|ERBB4
late,preladenant,ADORA2A|ADORA1|ADORA2B|ADORA3
late,cimetidine,HRH2|SLC29A4|SLC47A1|SLC47A2
late,bitopertin,SLC6A9|SLC6A5
late,nelarabine,ADA|POLA1
late,bisoprolol,ADRB1|ADRB2
late,pranlukast,CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
late,deferasirox,CYP2C19|CYP2C8|CYP3A4
late,darifenacin,CHRM3|CHRM1|CHRM2|CHRM4|CHRM5
late,quinidine,SCN5A|ABCB1|CYP2D6|KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SLC29A4
late,necrostatin-1,IDO1|KRR1|RIPK1
late,amthamine,HRH2
late,mitotane,CYP11B1|CYP11A1|CYP3A4|ESR1|FDX1
late,barasertib-HQPA,AURKB|AURKC|AURKA
late,probenecid,SLC22A6|SLC22A11|SLC22A8|ABCC1|TRPV2|PANX1|SLCO1C1
late,fluphenazine,DRD2|DRD1|CHRNA7|CALM1|DRD5|HRH1|HTR2A|HTR6|HTR7
late,buparlisib,PIK3CA|PIK3CG
late,dydrogesterone,PGR
late,cerulenin,FASN
late,cinobufagin,ATP1A1
late,doxycycline,MMP8|MMP1
late,lylamine,CNR1
late,biotin,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6
late,progesterone,PGR|CYP17A1|NR3C2|CYP2C19|CATSPER1|CATSPER2|CATSPER3|CATSPER4|ESR1|OPRK1|TRPC5
late,adarotene,RARG|RARA|RARB
late,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
late,asenapine,DRD2|HTR2A|DRD1|HRH1|HTR1A|HTR1B|ADRA1A|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD3|DRD4|HRH2|HTR1D|HTR1E|HTR2B|HTR2C|HTR5A|HTR6|HTR7
late,vindesine,TUBB|TUBB1
late,genz-644282,TOP1
late,pyrvinium-pamoate,AR
late,halcinonide,NR3C1
late,masoprocol,ALOX5|IGF1R
late,gemcitabine,RRM1|CMPK1|RRM2|TYMS
late,idarubicin,TOP2A
late,lapatinib,EGFR|ERBB2|CYP3A5
late,ryuvidine,CDK4|CDK2
late,strophanthidin,ATP1A1
late,sonidegib,SMO
late,salermide,SIRT1|SIRT2
late,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
late,digitoxigenin,ATP1A1
late,altrenogest,PGR
late,digitoxin,ATP1A1
late,nortriptyline,KCNJ10|SLC6A2|SLC6A4|CYP2C19|PIK3CD|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|PGRMC1|SIGMAR1
late,bisbenzimide,TOP1
late,mitoxantrone,TOP2A|PIM1
late,fenbendazole,CYP2C19|CYP2D6|CYP2J2|CYP3A4|TUBB
late,withaferin-a,IKBKB|NAMPT
late,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
late,meisoindigo,STAT3
late,valrubicin,TOP2A
late,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
late,daunorubicin,TOP2A|TOP2B
late,bortezomib,PSMB5|PSMB1|PSMB2|CASP3|CYP2C19|NFKB1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB10|PSMB11|PSMB3|PSMB4|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA
late,hydroxyfasudil,ROCK1|ROCK2|PKIA|PRKACA
late,panobinostat,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
late,birinapant,BIRC2|XIAP|BIRC3
late,bufalin,ATP1A1
late,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
late,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
late,proscillaridin,ATP1A1
late,clomifene,ESR1|AR
late,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
late,niclosamide,STAT3
late,methylene-blue,ACHE|MAPT
late,tacedinaline,HDAC1
late,cerivastatin,HMGCR
late,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
late,fluvastatin,HMGCR|CYP2C8
late,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
late,cinobufagin,ATP1A1
late,sonidegib,SMO
late,strophanthidin,ATP1A1
late,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
late,oxibendazole,TUBB|TUBB4B
late,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
late,hesperidin,CACNA1B
late,ryuvidine,CDK4|CDK2
late,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
late,nilotinib,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
late,bisbenzimide,TOP1
late,everolimus,MTOR|CYP3A5|FKBP1A
late,importazole,KPNB1
late,taselisib,PIK3CA|PIK3CB|PIK3CD|PIK3CG
late,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
late,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
late,bisbenzimide,TOP1
late,calmidazolium,ATP2B1|PDE1A
late,penfluridol,DRD1|DRD2|CACNA1G
late,perhexiline,CPT1A|CPT2
late,lonafarnib,FNTA|HRAS|KRAS|NRAS
late,withaferin-a,IKBKB|NAMPT
first,mozavaptan,AVPR2|AVPR1A|AVPR1B
first,everolimus,MTOR|CYP3A5|FKBP1A
first,idarubicin,TOP2A
first,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
first,bisbenzimide,TOP1
first,bufalin,ATP1A1
first,lerisetron,HTR3A
first,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
first,flupentixol,DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A
first,dexketoprofen,PTGS2|PTGS1
first,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
first,amlodipine,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
first,digoxin,ATP1A1|ABCB1|RORC|SLCO1B3
first,purmorphamine,SMO|DHH|IHH|PTCH1
first,cinobufagin,ATP1A1
first,digitoxigenin,ATP1A1
first,digitoxigenin,ATP1A1
first,hydrocortisone-hemisuccinate,NR3C1
first,cerulenin,FASN
first,importazole,KPNB1
first,cerivastatin,HMGCR
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
first,proscillaridin,ATP1A1
first,ouabain,ATP1A1|ATP1A2|ATP1A3|ATP1A4|ATP1B1|ATP1B2|ATP1B3|ATP1B4|FXYD2
first,cinobufagin,ATP1A1
first,clozapine,DRD4|DRD2|DRD3|HTR2A|ADRA1A|ADRA1B|CHRM1|DRD1|HRH1|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR2C|HTR6|HTR7|CYP2C19|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALY|CHRM2|CHRM3|CHRM4|CHRM5|DRD5|HTR1F|HTR2B|HTR3A|HTR5A
first,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
first,hesperidin,CACNA1B
first,strophanthidin,ATP1A1
first,skatole,CYP2F1
first,withaferin-a,IKBKB|NAMPT
first,withaferin-a,IKBKB|NAMPT
first,auranofin,TXNRD1|TXNRD2|IKBKB|PRDX5|TRPA1
first,masitinib,KIT|FGFR3|LYN|PDGFRB|PDGFRA
first,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
first,olaparib,PARP1|PARP2|PARP3
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,tacedinaline,HDAC1
first,dinoprostone,PTGER2|PTGER1|PTGER3|PTGER4|CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGFR|TBXA2R
first,adapalene,RARB|RARG|RARA|RXRA|RXRB|RXRG
first,mocetinostat,HDAC1|HDAC2|HDAC3|HDAC11
first,daunorubicin,TOP2A|TOP2B
first,arbidol,CYP2C19|CYP2E1|CYP3A5|CYP3A4
first,clofarabine,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
first,altrenogest,PGR
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,mepivacaine,SCN9A|SCN10A
first,navitoclax,BCL2|BCL2L1|BCL2L2
first,dinaciclib,CDK1|CDK2|CDK9|CDK5|CCNT1
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,ceritinib,ALK|FLT3|IGF1R|INSR|TSSK1B
first,cabozantinib,KDR|MET|FLT3|KIT|RET|TEK|CYP2C19
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
first,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
first,voxtalisib,MTOR|PIK3CA
first,fluticasone,NR3C1|PGR
first,digitoxin,ATP1A1
first,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
first,troglitazone,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
first,lonafarnib,FNTA|HRAS|KRAS|NRAS
first,kifunensine,MAN1B1|MAN2A1
first,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
first,lomerizine,ABCB1|CACNA1B|SCN5A
first,menadione,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
first,gemcitabine,RRM1|CMPK1|RRM2|TYMS
first,birinapant,BIRC2|XIAP|BIRC3
first,azilsartan-medoxomil,AGTR2|INS|AGTR1
first,vandetanib,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
first,methylene-blue,ACHE|MAPT
first,nutlin-3,MDM2|TP53
first,curcumin,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
first,sonidegib,SMO
first,cerulenin,FASN
first,calmidazolium,ATP2B1|PDE1A
first,hydrocortisone-acetate,NR3C1|NR3C2
first,tolmetin,PTGS2|PTGS1
first,lomitapide,MTTP|CYP2B6|CYP2C19|CYP2C8
first,meclofenamic-acid,PTGS1|PTGS2|ALOX5|CNR1|KCNQ2|KCNQ3
first,sonidegib,SMO
first,genz-644282,TOP1
first,dapivirine,CYP3A5|CYP2B6|CYP2C19|CYP2C8|CYP3A4
first,triptolide,CYP2C19|RELA
first,ibrutinib,BTK|BLK|BMX
first,vanoxerine,SLC6A3|MAOA|MAOB
first,levonorgestrel,PGR|CYP2E1|AR|ESR1|SRD5A1
first,vorinostat,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
first,cyclopamine,SMO
first,entinostat,HDAC1|HDAC2|HDAC3|HDAC9
first,nimodipine,CACNA1C|NR3C2|CACNA1D|CACNA1F|CACNA1S|AHR|CACNB1|CACNB2|CACNB3|CACNB4|CFTR
first,tocainide,SCN5A
first,telcagepant,CALCRL|RAMP1|CALCA
first,dephostatin,PTPN1|PTPN6
first,pimozide,DRD2|DRD3|HTR2A|CACNA1I|CALM1|DRD1|DRD4|DRD5|HRH1|HTR1A|KCNA10|KCNH2
first,lylamine,CNR1
first,olopatadine,HRH1|S100A1|S100A12|S100A13|S100A2|S100B
first,glipizide,ABCC8|KCNJ11|KCNJ10|PPARG
first,semagacestat,PSEN1
first,torin-1,MTOR|PIK3CA
first,cyclopamine,SMO
first,clopidogrel,P2RY12|CYP2B6|CYP2C19|CYP3A5
first,triamterene,SCNN1A|SCNN1B|SCNN1G|SCNN1D
first,fluoxetine,SLC6A4|CYP2C19|ANO1|HTR2B
first,ibutamoren,GH1|GHR|GHSR
first,calcipotriol,VDR
first,dantrolene,RYR1|RYR3
first,cytosporone-b,NR4A1
first,fingolimod,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
first,pyrvinium-pamoate,AR
first,mesoridazine,DRD2|HTR2A
first,azithromycin,MLNR
first,emetine,RPS2
first,erlotinib,EGFR|NR1I2
first,idarubicin,TOP2A
first,hesperidin,CACNA1B
first,birinapant,BIRC2|XIAP|BIRC3
first,lacosamide,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
first,hydrocortisone-hemisuccinate,NR3C1
first,danazol,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
first,crizotinib,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
first,digitoxigenin,ATP1A1
first,idarubicin,TOP2A
first,withaferin-a,IKBKB|NAMPT
first,orphenadrine,CYP2B6|GRIN1|GRIN2D|GRIN3A|GRIN3B|HRH1|SCN10A|SLC6A2
first,nutlin-3,MDM2|TP53
first,terazosin,ADRA1D|ADRA1A|ADRA1B|KCNH2|KCNH6|KCNH7
first,calmidazolium,ATP2B1|PDE1A
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,romidepsin,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
first,cinobufagin,ATP1A1
